time,throughput
1.043529948138,6496768.0
2.043529948138,7383552.0
3.043529948138,8076288.0
4.043529948138,8785920.0
5.043529948138,9580032.0
6.043529948138,9259008.0
7.043529948138,9402624.0
8.043529948138,9748992.0
9.043529948138,9748992.0
10.043529948138,9630720.0
11.043529948138,9090048.0
12.043529948138,9588480.0
13.043529948138,9748992.0
14.043529948138,9647616.0
15.043529948138,9343488.0
16.043529948138,9309695.0
17.043529948138,9757440.0
18.043529948138,9748992.0
19.043529948138,9639168.0
20.043529948138,9182976.0
21.043529948138,9478656.0
22.043529948138,9748992.0
23.043529948138,9715200.0
24.043529948138,9453312.0
25.043529948138,9216768.0
26.043529948138,9672960.0
27.043529948138,9748992.0
28.043529948138,9647616.0
29.043529948138,9267456.0
30.043529948138,9394176.0
31.043529948138,9748992.0
32.043529948138,9748991.0
33.043529948138,9647616.0
34.043529948138,9081600.0
35.043529948138,9580032.0
36.043529948138,9748992.0
37.043529948138,9639168.0
38.043529948138,9360384.0
39.043529948138,9301248.0
40.043529948138,9757440.0
41.043529948138,9748992.0
42.043529948138,9639168.0
43.043529948138,9191424.0
44.043529948138,9470208.0
45.043529948138,9748992.0
46.043529948138,9732096.0
47.043529948138,9461760.0
48.043529948138,9208320.0
49.043529948138,9656064.0
50.043529948138,9748992.0
51.043529948138,9647616.0
52.043529948138,9284352.0
53.043529948138,9377280.0
54.043529948138,9748992.0
55.043529948138,9748992.0
56.043529948138,9647616.0
57.043529948138,9098496.0
58.043529948138,9563136.0
59.043529948138,9748992.0
60.043529948138,9639168.0
61.043529948138,9377280.0
62.043529948138,9284352.0
63.043529948138,9757440.0
64.043529948138,9748992.0
65.043529948138,9639168.0
66.043529948138,9208320.0
67.043529948138,9453312.0
68.043529948138,9748992.0
69.043529948138,9740544.0
70.043529948138,9495552.0
71.043529948138,9174528.0
72.043529948138,9647616.0
73.043529948138,9748992.0
74.043529948138,9647616.0
75.043529948138,9292800.0
76.043529948138,9368832.0
77.043529948138,9748992.0
78.043529948138,9748992.0
79.043529948138,9647616.0
80.043529948138,9106944.0
81.043529948138,9554688.0
82.043529948138,9748992.0
83.043529948138,9639168.0
84.043529948138,9385728.0
85.043529948138,9292800.0
86.043529948138,9740544.0
87.043529948138,9748992.0
88.043529948138,9639168.0
89.043529948138,9216768.0
90.043529948138,9444864.0
91.043529948138,9748992.0
92.043529948138,9757440.0
93.043529948138,9504000.0
94.043529948138,9166080.0
95.043529948138,9630720.0
96.043529948138,9748992.0
97.043529948138,9647616.0
98.043529948138,9301248.0
99.043529948138,9360384.0
100.043529948138,9748992.0
101.043529948138,9748992.0
102.043529948138,9647616.0
103.043529948138,9115392.0
104.043529948138,9546240.0
105.043529948138,9748992.0
106.043529948138,9656064.0
107.043529948138,9385728.0
108.043529948138,9284352.0
109.043529948138,9732096.0
110.043529948138,9748992.0
111.043529948138,9639168.0
112.043529948138,9233664.0
113.043529948138,9427968.0
114.043529948138,9748992.0
115.043529948138,9757440.0
116.043529948138,9546240.0
117.043529948138,9132288.0
118.043529948138,9622272.0
